,target,MSTATUS,CAR_TYPE,REVOKED,URBANICITY,CAR_AGE,MVR_PTS,TIF,TRAVTIME,CLM_COUNT,EXPOSURE
2081,0,Yes,Van,No,Highly Urban/ Urban,5.0,1,7,7,0,1.0
2082,1,Yes,SUV,No,Highly Urban/ Urban,7.0,8,11,45,3,1.0
2083,0,Yes,SUV,No,Highly Urban/ Urban,1.0,5,12,23,0,1.0
2084,1,No,Sports Car,No,Highly Urban/ Urban,1.0,0,7,38,4,0.729
2085,0,No,Minivan,No,Highly Rural/ Rural,1.0,2,1,38,0,1.0
2086,0,No,SUV,No,Highly Rural/ Rural,10.0,3,6,33,0,1.0
2087,1,Yes,Panel Truck,Yes,Highly Urban/ Urban,1.0,0,4,21,3,0.396
2088,0,No,SUV,No,Highly Rural/ Rural,12.0,0,3,27,0,1.0
2089,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,0,14,63,0,0.63
2091,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,2,17,48,3,1.0
2092,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,13,38,0,1.0
2093,1,Yes,Van,Yes,Highly Urban/ Urban,13.0,9,6,37,3,1.0
2094,0,No,Pickup,No,Highly Urban/ Urban,13.0,0,1,29,0,0.546
2095,0,Yes,SUV,No,Highly Urban/ Urban,13.0,0,4,7,0,1.0
2096,0,No,Minivan,No,Highly Urban/ Urban,1.0,1,6,19,0,1.0
2097,0,Yes,Van,No,Highly Urban/ Urban,9.0,5,6,56,0,1.0
2098,0,Yes,Panel Truck,No,Highly Rural/ Rural,14.0,1,6,50,0,1.0
2099,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,2,10,36,0,1.0
2100,0,No,SUV,No,Highly Urban/ Urban,23.0,0,10,55,0,1.0
2101,1,No,Minivan,Yes,Highly Urban/ Urban,1.0,0,3,51,2,1.0
2102,1,No,Panel Truck,Yes,Highly Urban/ Urban,1.0,6,1,42,7,0.06
2103,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,0,4,16,0,0.513
2104,0,No,SUV,No,Highly Rural/ Rural,8.0,0,9,24,0,1.0
2105,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,5,7,40,3,0.027
2106,1,Yes,SUV,No,Highly Urban/ Urban,5.0,3,6,5,3,0.765
2107,1,No,Pickup,No,Highly Urban/ Urban,6.0,2,7,32,1,0.009
2108,0,No,Pickup,No,Highly Urban/ Urban,7.0,0,4,49,0,1.0
2109,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,2,1,49,0,1.0
2110,1,Yes,Sports Car,No,Highly Urban/ Urban,5.0,0,7,24,3,1.0
2111,0,Yes,SUV,No,Highly Urban/ Urban,4.0,0,6,22,0,1.0
2112,0,Yes,SUV,No,Highly Urban/ Urban,10.0,0,6,44,1,1.0
2113,1,Yes,Pickup,No,Highly Urban/ Urban,6.0,2,1,36,3,1.0
2114,0,Yes,SUV,No,Highly Urban/ Urban,1.0,1,13,19,0,1.0
2115,0,Yes,SUV,No,Highly Rural/ Rural,10.0,1,7,45,0,0.057
2116,0,Yes,SUV,No,Highly Urban/ Urban,7.0,6,1,37,0,0.705
2117,1,No,SUV,No,Highly Urban/ Urban,19.0,8,6,37,1,0.603
2118,0,No,SUV,No,Highly Urban/ Urban,1.0,2,1,12,0,1.0
2119,1,No,SUV,No,Highly Urban/ Urban,11.0,5,1,33,3,1.0
2120,1,No,SUV,No,Highly Urban/ Urban,9.0,6,1,42,2,0.243
2121,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,4,17,0,1.0
2122,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,1,3,21,0,0.666
2123,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,3,7,9,0,0.468
2124,0,Yes,SUV,No,Highly Urban/ Urban,11.0,0,6,31,0,1.0
2125,1,Yes,Pickup,Yes,Highly Urban/ Urban,12.0,0,3,24,2,1.0
2127,1,No,SUV,No,Highly Urban/ Urban,1.0,6,6,27,3,0.669
2128,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,7,3,30,0,0.216
2129,1,Yes,SUV,No,Highly Urban/ Urban,4.0,0,6,56,2,0.255
2130,1,No,Sports Car,No,Highly Urban/ Urban,4.0,0,4,60,2,0.849
2131,0,Yes,Pickup,No,Highly Urban/ Urban,9.0,0,13,21,0,0.981
2132,1,No,Van,No,Highly Urban/ Urban,6.0,3,4,45,2,0.312
2133,0,Yes,SUV,No,Highly Urban/ Urban,10.0,0,4,26,0,0.75
2134,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,1,10,25,0,1.0
2135,0,No,Pickup,No,Highly Urban/ Urban,8.0,6,4,26,0,1.0
2136,1,No,Van,No,Highly Urban/ Urban,7.0,0,1,35,1,0.135
2137,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,9,18,0,1.0
2138,0,Yes,Pickup,No,Highly Rural/ Rural,10.0,0,1,17,0,1.0
2139,0,No,Van,No,Highly Urban/ Urban,1.0,5,11,59,0,1.0
2140,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,1,10,66,0,1.0
2141,0,No,Minivan,Yes,Highly Urban/ Urban,4.0,0,4,44,0,1.0
2142,0,No,SUV,Yes,Highly Urban/ Urban,10.0,5,6,20,0,1.0
2143,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,2,1,56,0,1.0
2144,0,No,SUV,No,Highly Urban/ Urban,12.0,0,1,53,1,1.0
2145,0,Yes,Minivan,No,Highly Rural/ Rural,15.0,0,6,33,0,1.0
2146,1,Yes,Minivan,No,Highly Urban/ Urban,14.0,2,10,40,2,1.0
2147,0,Yes,Minivan,No,Highly Rural/ Rural,12.0,0,9,72,0,1.0
2148,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,6,33,0,1.0
2149,0,Yes,Pickup,No,Highly Urban/ Urban,18.0,4,1,44,0,1.0
2150,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,0,17,28,0,0.417
2151,0,Yes,Minivan,No,Highly Urban/ Urban,4.0,0,1,17,0,1.0
2152,0,No,Pickup,No,Highly Urban/ Urban,1.0,1,4,40,0,1.0
2153,1,No,Sports Car,No,Highly Urban/ Urban,16.0,0,10,57,4,0.642
2154,0,Yes,SUV,No,Highly Urban/ Urban,9.0,3,1,34,0,1.0
2155,1,Yes,SUV,No,Highly Urban/ Urban,11.0,2,1,23,2,1.0
2156,0,No,Pickup,No,Highly Urban/ Urban,19.0,1,20,56,0,0.891
2157,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,3,6,39,1,0.171
2158,0,Yes,Van,No,Highly Urban/ Urban,1.0,1,6,30,0,1.0
2159,0,Yes,Pickup,No,Highly Rural/ Rural,18.0,0,4,32,0,0.66
2160,0,Yes,Minivan,No,Highly Rural/ Rural,11.0,1,1,38,0,1.0
2161,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,1,7,16,4,0.972
2162,0,Yes,Van,Yes,Highly Urban/ Urban,15.0,0,6,27,0,0.969
2163,1,No,Pickup,No,Highly Urban/ Urban,8.0,0,1,42,1,0.372
2164,0,No,Van,No,Highly Urban/ Urban,13.0,5,3,33,0,1.0
2165,0,Yes,Van,No,Highly Urban/ Urban,23.0,0,4,5,0,0.756
2166,1,No,Pickup,No,Highly Rural/ Rural,6.0,1,10,39,2,0.147
2167,0,No,Minivan,No,Highly Urban/ Urban,13.0,2,7,31,0,1.0
2168,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,0,7,21,0,1.0
2169,0,Yes,SUV,No,Highly Urban/ Urban,3.0,4,1,37,0,1.0
2170,0,No,SUV,No,Highly Urban/ Urban,10.0,0,16,62,0,1.0
2171,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,0,1,8,0,1.0
2172,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,0,4,25,0,1.0
2173,0,Yes,SUV,No,Highly Urban/ Urban,5.0,5,1,28,0,1.0
2174,0,No,Minivan,No,Highly Urban/ Urban,1.0,1,6,14,0,1.0
2175,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,29,0,1.0
2176,0,Yes,Minivan,No,Highly Urban/ Urban,18.0,0,1,22,0,1.0
2177,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,4,1,15,0,1.0
2178,0,No,Van,No,Highly Urban/ Urban,6.0,3,3,48,0,1.0
2179,0,No,Minivan,No,Highly Urban/ Urban,7.0,0,11,36,0,1.0
2180,0,No,SUV,No,Highly Rural/ Rural,1.0,1,10,52,0,1.0
2181,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,11,10,0,1.0
2182,1,No,SUV,No,Highly Urban/ Urban,7.0,0,6,19,3,1.0
2183,0,No,SUV,No,Highly Urban/ Urban,9.0,3,9,49,0,1.0
2184,0,Yes,Pickup,No,Highly Rural/ Rural,4.0,0,7,31,0,1.0
2185,1,No,SUV,No,Highly Rural/ Rural,10.0,4,4,44,3,0.564
2186,0,Yes,Pickup,No,Highly Rural/ Rural,9.0,0,7,35,0,1.0
2187,0,No,Minivan,No,Highly Urban/ Urban,10.0,1,1,16,0,1.0
2188,0,Yes,Sports Car,No,Highly Rural/ Rural,10.0,3,10,38,0,0.822
2189,0,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,6,7,11,0,1.0
2190,0,No,Minivan,No,Highly Rural/ Rural,7.0,0,10,64,0,1.0
2192,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,0,12,25,0,1.0
2193,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,4,42,0,0.696
2194,0,Yes,Pickup,No,Highly Urban/ Urban,4.0,5,1,50,0,1.0
2195,0,Yes,Van,Yes,Highly Urban/ Urban,14.0,5,6,21,0,1.0
2196,0,Yes,SUV,No,Highly Rural/ Rural,3.0,0,7,30,0,1.0
2197,0,No,Minivan,No,Highly Rural/ Rural,13.0,0,4,44,0,1.0
2198,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,35,0,1.0
2199,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,1,1,32,0,1.0
2200,0,No,Panel Truck,No,Highly Rural/ Rural,8.0,0,7,29,0,1.0
2201,0,No,Sports Car,No,Highly Rural/ Rural,6.0,3,7,28,0,1.0
2202,0,No,SUV,No,Highly Urban/ Urban,17.0,3,1,36,0,1.0
2203,1,No,SUV,No,Highly Urban/ Urban,10.0,1,1,40,5,0.942
2204,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,10,26,0,1.0
2205,1,No,SUV,No,Highly Urban/ Urban,6.0,5,1,27,2,1.0
2206,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,1,6,18,0,1.0
2208,1,No,SUV,Yes,Highly Urban/ Urban,1.0,4,1,50,3,0.369
2209,0,Yes,SUV,Yes,Highly Rural/ Rural,1.0,1,7,32,0,1.0
2210,0,No,SUV,No,Highly Urban/ Urban,1.0,0,6,68,0,1.0
2211,0,Yes,Pickup,No,Highly Rural/ Rural,10.0,2,4,31,0,1.0
2212,0,Yes,SUV,No,Highly Urban/ Urban,9.0,7,9,44,0,1.0
2213,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,25,0,0.726
2214,0,No,SUV,No,Highly Urban/ Urban,5.0,0,4,26,0,1.0
2215,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,5,1,63,1,0.321
2216,0,Yes,SUV,No,Highly Urban/ Urban,10.0,4,13,30,0,1.0
2217,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,6,26,0,1.0
2218,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,7,7,38,0,1.0
2220,1,No,Minivan,No,Highly Urban/ Urban,1.0,3,1,43,7,1.0
2221,1,No,SUV,Yes,Highly Urban/ Urban,9.0,0,6,34,3,1.0
2222,0,Yes,Van,Yes,Highly Urban/ Urban,5.0,0,14,22,0,0.825
2223,1,No,Sports Car,No,Highly Urban/ Urban,14.0,0,6,33,5,1.0
2224,0,Yes,Pickup,No,Highly Rural/ Rural,6.0,1,1,38,0,1.0
2225,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,2,11,23,0,1.0
2226,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,4,1,18,0,1.0
2227,1,No,SUV,No,Highly Urban/ Urban,8.0,0,14,73,2,0.615
2228,1,No,SUV,No,Highly Urban/ Urban,12.0,4,6,31,3,1.0
2230,0,Yes,Pickup,No,Highly Rural/ Rural,8.0,2,1,53,0,1.0
2231,1,No,Minivan,Yes,Highly Urban/ Urban,7.0,5,4,41,3,1.0
2233,1,Yes,SUV,No,Highly Urban/ Urban,10.0,0,6,44,2,1.0
2234,0,No,Minivan,No,Highly Urban/ Urban,13.0,0,1,10,0,1.0
2235,0,No,Minivan,No,Highly Urban/ Urban,10.0,0,6,55,0,1.0
2236,1,Yes,Sports Car,No,Highly Urban/ Urban,5.0,2,10,9,2,0.687
2237,0,No,Minivan,No,Highly Urban/ Urban,10.0,3,6,51,0,0.234
2238,0,Yes,Sports Car,No,Highly Urban/ Urban,12.0,0,8,12,0,0.249
2239,0,No,Minivan,No,Highly Rural/ Rural,1.0,1,1,42,0,1.0
2240,1,No,Pickup,No,Highly Urban/ Urban,1.0,11,4,42,2,1.0
2242,0,No,Panel Truck,No,Highly Urban/ Urban,16.0,3,3,52,0,1.0
2243,0,Yes,Van,No,Highly Urban/ Urban,27.0,1,4,16,0,1.0
2244,0,No,Minivan,No,Highly Urban/ Urban,15.0,0,4,18,0,1.0
2245,1,Yes,Sports Car,No,Highly Urban/ Urban,5.0,0,14,48,1,0.507
2246,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,12,54,0,1.0
2247,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,0,7,35,0,1.0
2248,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,10,23,0,1.0
2249,0,No,SUV,No,Highly Urban/ Urban,21.0,1,1,23,0,1.0
2250,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,10,29,0,1.0
2251,0,Yes,Pickup,No,Highly Urban/ Urban,17.0,0,6,30,0,1.0
2252,0,No,SUV,No,Highly Urban/ Urban,1.0,0,1,40,0,1.0
2253,0,No,Van,No,Highly Rural/ Rural,8.0,0,1,56,0,1.0
2254,0,Yes,Pickup,No,Highly Rural/ Rural,6.0,0,6,28,0,1.0
2255,0,Yes,Minivan,No,Highly Rural/ Rural,3.0,0,4,41,0,0.921
2256,1,Yes,Sports Car,No,Highly Urban/ Urban,13.0,3,6,46,2,0.249
2257,0,Yes,SUV,Yes,Highly Urban/ Urban,19.0,0,7,38,0,1.0
2258,0,No,Minivan,No,Highly Rural/ Rural,17.0,0,11,53,0,1.0
2260,0,No,Pickup,No,Highly Urban/ Urban,10.0,0,10,10,0,0.51
2261,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,0,1,98,0,0.975
2262,1,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,4,49,4,0.336
2265,0,Yes,Panel Truck,No,Highly Rural/ Rural,6.0,0,4,20,0,1.0
2266,0,No,Minivan,No,Highly Urban/ Urban,19.0,0,1,26,0,1.0
2267,0,Yes,Van,No,Highly Urban/ Urban,5.0,0,1,53,0,1.0
2268,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,15,25,0,1.0
2269,0,Yes,Panel Truck,No,Highly Urban/ Urban,9.0,0,4,32,0,0.894
2270,0,No,SUV,No,Highly Rural/ Rural,1.0,1,1,36,0,1.0
2271,0,No,Sports Car,No,Highly Rural/ Rural,5.0,0,13,50,0,1.0
2272,1,No,Pickup,No,Highly Urban/ Urban,1.0,5,3,37,3,0.144
2273,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,0,7,28,0,1.0
2274,0,Yes,Sports Car,No,Highly Rural/ Rural,3.0,5,1,25,0,1.0
2275,1,No,SUV,Yes,Highly Urban/ Urban,1.0,0,17,5,2,1.0
2276,0,Yes,SUV,Yes,Highly Urban/ Urban,1.0,0,1,42,0,0.651
2277,0,No,Pickup,No,Highly Urban/ Urban,1.0,5,13,19,0,1.0
2278,1,No,Pickup,Yes,Highly Urban/ Urban,5.0,1,4,46,4,1.0
2279,0,No,Minivan,No,Highly Urban/ Urban,1.0,1,8,11,0,1.0
2280,1,No,SUV,No,Highly Urban/ Urban,10.0,2,4,69,2,1.0
2281,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,3,1,47,2,0.21
2282,0,No,Sports Car,No,Highly Urban/ Urban,9.0,3,13,12,0,1.0
2283,0,Yes,SUV,Yes,Highly Urban/ Urban,9.0,2,13,16,0,1.0
2284,0,No,SUV,No,Highly Rural/ Rural,7.0,2,6,31,0,1.0
2285,1,No,SUV,No,Highly Urban/ Urban,6.0,1,13,47,4,0.87
2286,0,Yes,Pickup,Yes,Highly Urban/ Urban,16.0,0,10,36,0,1.0
2287,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,6,23,0,1.0
2288,0,No,Sports Car,No,Highly Urban/ Urban,7.0,5,4,51,0,1.0
2289,1,Yes,SUV,No,Highly Urban/ Urban,11.0,0,1,41,2,0.444
2290,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,4,13,0,1.0
2291,0,Yes,Van,Yes,Highly Urban/ Urban,8.0,1,4,22,0,1.0
2292,0,No,SUV,No,Highly Rural/ Rural,7.0,1,10,32,0,0.792
2293,0,No,SUV,No,Highly Urban/ Urban,16.0,3,3,50,1,1.0
2294,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,13,23,0,1.0
2295,1,No,Pickup,No,Highly Urban/ Urban,9.0,3,1,25,1,0.966
2296,0,No,Minivan,No,Highly Urban/ Urban,5.0,1,1,29,0,1.0
2297,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,2,12,75,0,0.831
2299,0,No,Van,No,Highly Urban/ Urban,15.0,3,4,11,0,1.0
2300,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,0,1,16,0,0.078
2301,0,No,Minivan,No,Highly Urban/ Urban,6.0,7,1,9,0,0.576
2302,1,Yes,SUV,No,Highly Urban/ Urban,15.0,0,8,22,3,1.0
2303,1,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,16,55,3,1.0
2304,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,34,7,1.0
2305,0,No,SUV,No,Highly Rural/ Rural,1.0,0,6,29,0,1.0
2306,0,Yes,SUV,No,Highly Urban/ Urban,1.0,3,13,17,0,1.0
2307,0,No,SUV,No,Highly Urban/ Urban,10.0,2,1,33,0,1.0
2308,0,Yes,Sports Car,No,Highly Urban/ Urban,6.0,0,1,27,1,1.0
2309,0,No,Minivan,No,Highly Rural/ Rural,8.0,0,1,50,0,1.0
2310,1,No,Pickup,No,Highly Urban/ Urban,1.0,8,10,35,3,0.156
2311,1,Yes,SUV,Yes,Highly Urban/ Urban,6.0,3,1,52,3,1.0
2312,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,4,9,44,0,1.0
2313,0,No,Pickup,No,Highly Urban/ Urban,13.0,5,6,12,0,1.0
2314,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,3,30,0,1.0
2315,1,Yes,SUV,No,Highly Urban/ Urban,8.0,6,1,42,2,0.09
2316,0,Yes,Sports Car,No,Highly Rural/ Rural,17.0,3,3,26,0,1.0
2317,1,Yes,Panel Truck,No,Highly Urban/ Urban,5.0,0,1,36,7,1.0
2318,0,No,Minivan,No,Highly Urban/ Urban,13.0,4,1,41,0,1.0
2319,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,6,80,0,1.0
2320,1,No,SUV,Yes,Highly Urban/ Urban,1.0,5,4,34,3,0.351
2321,0,Yes,Minivan,No,Highly Rural/ Rural,6.0,0,1,41,0,0.789
2322,0,Yes,Pickup,No,Highly Urban/ Urban,16.0,4,7,24,0,0.108
2323,0,Yes,SUV,No,Highly Rural/ Rural,6.0,1,1,14,0,1.0
2324,0,Yes,Van,No,Highly Urban/ Urban,8.0,0,13,27,0,1.0
2325,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,4,25,0,1.0
2326,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,4,13,46,0,1.0
2327,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,5,1,32,0,0.567
2328,0,Yes,SUV,No,Highly Rural/ Rural,7.0,0,13,77,0,1.0
2329,0,Yes,SUV,No,Highly Rural/ Rural,11.0,3,4,56,0,1.0
2330,0,Yes,Sports Car,Yes,Highly Urban/ Urban,8.0,5,1,46,0,1.0
2331,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,4,7,43,0,0.597
2332,0,Yes,SUV,No,Highly Urban/ Urban,19.0,3,6,32,0,1.0
2333,1,Yes,Pickup,No,Highly Urban/ Urban,7.0,7,1,46,3,0.309
2334,1,No,Panel Truck,No,Highly Urban/ Urban,15.0,1,6,33,2,0.249
2335,0,Yes,SUV,No,Highly Rural/ Rural,14.0,0,7,51,0,1.0
2336,0,Yes,Minivan,No,Highly Urban/ Urban,20.0,3,6,35,0,1.0
2338,0,Yes,SUV,No,Highly Urban/ Urban,8.0,1,1,60,0,1.0
2339,1,Yes,SUV,No,Highly Urban/ Urban,1.0,0,7,52,3,1.0
2340,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,3,1,58,0,1.0
2341,0,No,Sports Car,No,Highly Urban/ Urban,24.0,1,10,50,0,1.0
2342,0,Yes,Minivan,No,Highly Urban/ Urban,15.0,0,1,6,0,1.0
2343,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,0,4,45,0,1.0
2344,0,No,SUV,No,Highly Urban/ Urban,1.0,1,7,37,0,0.111
2345,0,Yes,SUV,No,Highly Rural/ Rural,6.0,0,3,49,0,1.0
2346,0,Yes,SUV,No,Highly Urban/ Urban,18.0,0,6,33,0,1.0
2348,0,No,Minivan,No,Highly Urban/ Urban,13.0,1,4,31,0,1.0
2349,0,No,Minivan,No,Highly Urban/ Urban,17.0,3,7,7,0,1.0
2350,0,Yes,SUV,Yes,Highly Urban/ Urban,1.0,0,8,35,0,1.0
2352,0,Yes,Pickup,No,Highly Urban/ Urban,7.0,0,7,50,0,1.0
2353,1,No,SUV,Yes,Highly Urban/ Urban,6.0,4,6,23,3,1.0
2354,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,2,1,49,2,0.306
2355,0,Yes,Van,No,Highly Urban/ Urban,13.0,5,1,41,0,1.0
2357,0,No,SUV,No,Highly Rural/ Rural,1.0,0,7,29,0,1.0
2359,0,Yes,SUV,No,Highly Urban/ Urban,1.0,4,13,44,0,1.0
2360,0,No,Minivan,No,Highly Urban/ Urban,3.0,2,1,18,0,1.0
2361,0,Yes,Panel Truck,No,Highly Urban/ Urban,5.0,0,10,25,0,1.0
2362,1,No,SUV,No,Highly Urban/ Urban,10.0,8,6,48,4,1.0
2363,0,Yes,SUV,No,Highly Urban/ Urban,11.0,1,3,26,0,0.525
2364,0,No,Sports Car,No,Highly Urban/ Urban,6.0,7,4,40,0,1.0
2365,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,4,1,68,0,1.0
2366,0,No,Minivan,Yes,Highly Urban/ Urban,16.0,0,9,37,0,1.0
2367,1,No,Pickup,Yes,Highly Urban/ Urban,7.0,1,1,26,4,0.873
2368,0,No,SUV,No,Highly Rural/ Rural,6.0,1,4,9,0,0.159
2369,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,1,1,33,3,0.636
2370,1,No,Van,No,Highly Urban/ Urban,1.0,0,7,42,5,0.069
2371,0,No,SUV,No,Highly Urban/ Urban,9.0,2,1,19,1,1.0
2372,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,6,38,0,0.036
2373,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,1,57,0,1.0
2374,0,No,Minivan,No,Highly Rural/ Rural,6.0,1,7,35,0,1.0
2375,0,Yes,SUV,No,Highly Rural/ Rural,6.0,5,1,32,0,1.0
2376,1,Yes,SUV,No,Highly Urban/ Urban,7.0,0,1,30,5,1.0
2377,0,No,Minivan,Yes,Highly Urban/ Urban,1.0,1,9,33,0,1.0
2378,0,No,Panel Truck,No,Highly Rural/ Rural,1.0,2,4,50,1,1.0
2379,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,1,56,0,1.0
2380,0,Yes,Van,No,Highly Urban/ Urban,11.0,3,1,45,0,1.0
2381,0,No,Pickup,Yes,Highly Urban/ Urban,16.0,0,3,69,0,1.0
2382,0,Yes,Minivan,No,Highly Urban/ Urban,19.0,0,6,18,0,0.726
2383,0,Yes,Van,No,Highly Rural/ Rural,15.0,4,4,60,0,1.0
2384,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,3,44,1,0.093
2385,0,No,SUV,Yes,Highly Rural/ Rural,1.0,1,10,55,0,1.0
2386,0,Yes,Panel Truck,No,Highly Urban/ Urban,11.0,3,1,45,0,1.0
2387,0,No,Minivan,No,Highly Urban/ Urban,1.0,0,1,28,0,1.0
2388,0,No,Minivan,No,Highly Rural/ Rural,9.0,2,1,41,0,1.0
2389,0,No,SUV,No,Highly Urban/ Urban,10.0,5,4,37,0,1.0
2390,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,1,79,0,0.15
2391,0,No,Minivan,No,Highly Urban/ Urban,15.0,0,10,22,0,1.0
2392,1,No,SUV,No,Highly Urban/ Urban,3.0,5,4,31,4,1.0
2393,1,Yes,SUV,No,Highly Urban/ Urban,8.0,3,1,45,2,1.0
2394,1,No,Pickup,No,Highly Urban/ Urban,11.0,0,1,38,2,1.0
2395,0,No,Panel Truck,No,Highly Urban/ Urban,12.0,0,6,52,0,1.0
2396,0,No,SUV,No,Highly Rural/ Rural,4.0,2,1,41,0,1.0
2397,1,Yes,Sports Car,No,Highly Urban/ Urban,12.0,6,7,57,4,0.816
2398,1,Yes,Minivan,No,Highly Urban/ Urban,12.0,4,1,26,3,0.456
2399,0,No,Pickup,No,Highly Urban/ Urban,16.0,1,6,21,1,1.0
2400,0,No,SUV,No,Highly Urban/ Urban,12.0,0,1,27,0,1.0
2401,1,No,Minivan,No,Highly Urban/ Urban,4.0,5,1,43,5,1.0
2402,0,No,SUV,No,Highly Urban/ Urban,6.0,3,9,20,0,1.0
2403,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,36,0,1.0
2404,1,Yes,Van,No,Highly Urban/ Urban,11.0,0,1,70,3,1.0
2405,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,0,4,35,0,1.0
2406,0,Yes,SUV,No,Highly Urban/ Urban,6.0,0,7,42,0,1.0
2407,1,Yes,SUV,No,Highly Urban/ Urban,4.0,3,13,34,2,0.972
2408,0,No,Sports Car,Yes,Highly Urban/ Urban,1.0,2,6,23,0,0.774
2409,0,Yes,SUV,No,Highly Urban/ Urban,5.0,3,4,43,0,1.0
2410,1,No,SUV,No,Highly Urban/ Urban,1.0,0,6,46,1,0.006
2411,0,Yes,Van,Yes,Highly Urban/ Urban,15.0,3,1,29,0,1.0
2412,0,No,Pickup,No,Highly Rural/ Rural,8.0,0,1,10,0,1.0
2413,0,Yes,Minivan,No,Highly Urban/ Urban,14.0,0,4,51,0,1.0
2414,0,Yes,SUV,Yes,Highly Urban/ Urban,15.0,4,1,35,0,1.0
2415,0,Yes,Van,No,Highly Urban/ Urban,12.0,3,6,43,0,0.558
2416,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,3,10,24,7,1.0
2417,1,No,SUV,No,Highly Urban/ Urban,8.0,2,1,25,3,0.789
2418,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,1,6,44,0,1.0
2419,0,No,Panel Truck,No,Highly Urban/ Urban,9.0,3,3,26,0,1.0
